from_date,to_date,station_id,station_name,full_fare,one_day_unlimited,seven_day_unlimited,fourteen_day_unlimited,thirty_day_unlimited
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R001,WHITEHALL STREET,60072,,26437,,33907
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R003,CYPRESS HILLS,3088,,2453,,1114
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R004,75TH STREET & ELDERTS LANE,7183,,4822,,3219
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R005,85TH STREET & FOREST PKWAY,8288,,5156,,3950
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R006,WOODHAVEN BOULEVARD,8314,,7262,,4751
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R007,104TH STREET,5600,,3902,,2306
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R008,111TH STREET,4543,,2822,,1732
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R009,121ST STREET,4337,,3212,,2078
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R010,42ND STREET & 8TH AVENUE,78141,,42067,,45156
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R011,42ND STREET & 8TH AVENUE,232705,,42756,,60509
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R012,34TH STREET & 8TH AVENUE,191174,,38490,,58175
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R013,34TH STREET & 8TH AVENUE,51422,,18753,,27998
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R014,FULTON STREET,150067,,47052,,81527
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R015,FIFTH AVENUE,81645,,16251,,31432
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R016,LEXINGTON AVENUE,19367,,5582,,10292
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R017,LEXINGTON AVENUE,93138,,24433,,49853
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R018,ROOSEVELT AVE/JACKSON HTS,88112,,71123,,85173
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R019,179TH STREET & HILLSIDE AVE,28979,,18526,,22549
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R020,47-50 STREETS/ROCKEFELLER,160856,,52748,,89393
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R021,42ND STREET & 6TH AVENUE,101148,,39513,,70262
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R022,34TH STREET & 6TH AVENUE,174303,,75143,,101414
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R023,34TH STREET & 6TH AVENUE,141122,,40824,,76051
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R024,SUTPHIN BOULEVARD,45775,,28842,,19639
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R025,JAMAICA CENTER-PARSONS BLVD,42184,,46139,,26273
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R027,WALL STREET,60696,,14254,,36396
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R028,FULTON & WILLIAM STREETS,59068,,23290,,44118
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R029,PARK PLACE,115681,,32355,,60704
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R030,CHAMBERS STREET,38799,,12776,,23308
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R031,34TH STREET & 7TH AVENUE,98050,,23612,,32556
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R032,42ND STREET/TIMES SQUARE,92324,,34222,,67338
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R033,42ND STREET/TIMES SQUARE,138935,,60547,,62765
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R034,125TH STREET & BROADWAY,14184,,8719,,10473
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R035,168TH STREET & BROADWAY,41497,,23965,,31450
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R036,DYCKMAN STREET,11646,,10742,,7310
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R037,207TH STREET,7556,,10996,,5882
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R038,215TH STREET,3073,,1896,,2457
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R039,225TH STREET,10153,,7650,,4919
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R040,231ST STREET,15688,,11842,,11300
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R041,BOWLING GREEN & BATTERY PL,41443,,16379,,26977
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R042,BOWLING GREEN & BROADWAY,7575,,4919,,3390
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R043,WALL STREET,41107,,13782,,28944
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R044,BROOKLYN BRIDGE,63502,,23574,,37964
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R045,42ND STREET & GRAND CENTRAL,62824,,8665,,20511
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R046,42ND STREET & GRAND CENTRAL,189371,,42343,,78237
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R047,42ND STREET & GRAND CENTRAL,106361,,31362,,66198
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R048,42ND STREET & 3RD AVENUE,32007,,6571,,18526
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R049,51ST STREET & LEXINGTON AVE,49110,,17890,,30168
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R050,59TH STREET & LEXINGTON AVE,48245,,18641,,34186
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R051,59TH STREET & LEXINGTON AVE,61373,,34681,,45757
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R052,WOODLAWN ROAD,7927,,8263,,4929
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R053,149TH STREET & 3RD AVENUE,33754,,35256,,17599
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R054,FIFTH AVENUE & 42ND STREET,30201,,10339,,18829
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R055,MAIN STREET,82430,,53199,,82709
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R056,NEVINS STREET,16792,,10294,,13141
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R057,BARCLAYS CENTER,93702,,42830,,57548
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R058,BERGEN STREET,8123,,3593,,7835
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R059,GRAND ARMY PLAZA,14866,,5349,,13118
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R060,EASTERN PARKWAY,8123,,4033,,7580
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R061,NOSTRAND AVENUE,6771,,5304,,5894
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R062,UTICA AVENUE,41394,,34250,,27770
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R063,SUTTER AVENUE,12754,,9733,,5754
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R064,SARATOGA AVENUE,10576,,7109,,4530
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R065,ROCKAWAY AVENUE,8288,,6121,,3202
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R066,JUNIUS STREET,3133,,3366,,1784
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R067,PENNSYLVANIA AVENUE,8165,,6316,,2843
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R068,VAN SICLEN AVENUE,5143,,3595,,2082
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R069,NEW LOTS AVENUE,8787,,7752,,4212
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R070,ST GEORGE TERMINAL,25209,,3461,,7208
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R072,34TH STREET - HUDSON YARDS,44014,,15450,,20065
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R079,FIFTH AVENUE & 60TH STREET,39630,,14504,,20137
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R080,57TH STREET & 7TH AVENUE,76965,,31515,,56639
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R081,49TH STREET & 7TH AVENUE,56526,,24327,,34155
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R082,28TH STREET & BROADWAY,30023,,13677,,21577
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R083,23RD STREET & 5TH AVENUE,49960,,20265,,34468
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R084,59TH STREET/COLUMBUS CIRCLE,142083,,67763,,96112
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R085,8TH STREET & BROADWAY,39358,,13668,,24759
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R086,PRINCE STREET & BROADWAY,34115,,13237,,19196
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R087,CITY HALL,12962,,4314,,9049
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R088,CORTLANDT STREET,53749,,15418,,26995
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R089,JAY ST-METROTECH,7903,,2434,,4975
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R090,39TH AVENUE & 31ST STREET,12754,,7364,,10065
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R091,36TH AVENUE & 31ST STREET,12989,,7261,,11832
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R092,BROADWAY & 31ST STREET,22829,,10706,,23914
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R093,30TH AVENUE & 31ST STREET,21868,,10849,,21450
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R094,ASTORIA BLVD & 31ST STREET,15407,,7879,,13532
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R095,DITMARS BLVD & 31ST STREET,35676,,15737,,29906
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R096,82ND STREET-JACKSON HEIGHTS,29989,,25908,,17380
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R575,SBS-M14 @ LIVINGSTON PLAZA,0,,0,,0
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R097,JUNCTION BLVD-ROOSEVELT AVE,46206,,43224,,17784
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R098,CHURCH AVENUE,27090,,21205,,23075
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R099,DEKALB AVENUE,36930,,17500,,35938
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R100,METROPOLITAN AVENUE,6331,,3606,,4123
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R101,145TH STREET,33240,,35417,,35893
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R102,125TH STREET,46362,,39936,,38622
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R103,BROADWAY-EAST NEW YORK,14059,,11863,,6507
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R104,167TH ST-GRAND CONCOURSE,15545,,17188,,8241
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R105,14TH STREET & 7TH AVENUE,47457,,22191,,32226
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R106,CASTLE HILL AVENUE,12093,,8636,,5854
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R107,WESTCHESTER SQUARE,9454,,7426,,5321
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R108,BOROUGH HALL - COURT STREET,69440,,24396,,48185
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R109,CHURCH AVENUE & NOSTRAND AV,17412,,12561,,10153
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R110,FLATBUSH AVE & NOSTRAND AV,27543,,21445,,19261
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R111,23RD STREET & 8TH AVENUE,45589,,19488,,32576
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R112,FORDHAM RD/GRAND CONCOURSE,20612,,20375,,9440
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R113,SEVENTH AVENUE & WEST 53RD,50404,,17560,,24104
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R114,PARSONS BLVD & HILLSIDE AV,10612,,8254,,7208
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R115,169TH STREET & HILLSIDE AVE,15450,,7827,,9142
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R116,50TH STREET & 7TH AVENUE,66692,,24108,,32545
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R117,242ND STREET & BROADWAY,10338,,8079,,6436
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R118,CANAL STREET,20228,,7555,,26120
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R119,FORDHAM ROAD & JEROME AVE,15856,,16833,,6961
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R120,MORRISON AVE & WESTCHESTER,11254,,12165,,4497
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R121,QUEENSBORO PLAZA,30706,,18298,,27280
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R122,90TH STREET/ELMHURST AVENUE,34348,,30841,,18266
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R123,FRANKLIN AVE/EASTERN PKWY,24307,,15139,,25675
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R124,KINGSTON AVE/EASTERN PKWY,10516,,5653,,5433
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R125,BROAD STREET & WALL STREET,15862,,7046,,11684
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R126,175TH STREET/FT WASHINGTON,33868,,14725,,16095
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R127,JAY ST-METROTECH,67664,,28837,,44853
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R128,SUTPHIN BLVD-HILLSIDE AVE,9392,,5389,,5115
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R129,BERGEN STREET-SMITH STREET,25265,,10412,,20291
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R130,KINGS HIGHWAY-MCDONALD AVE,7333,,3734,,5129
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R131,23RD STREET-PARK AVE SOUTH,54268,,20796,,34349
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R132,125TH STREET-LEXINGTON AVE,46466,,35120,,27355
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R133,MOSHOLU PARKWAY-JEROME AVE,14744,,11404,,7529
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R134,HUNTERS PT AVE-49TH AVE,17415,,3857,,6739
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R135,NEWKIRK AVE-NOSTRAND AVE,13686,,10096,,7236
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R136,SHEEPSHEAD BAY ROAD,28048,,8972,,18251
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R137,MYRTLE AVE-GATES AVENUE,33327,,28483,,24902
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R138,WEST 4TH ST-WASHINGTON SQ,101327,,43627,,63434
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R139,CANAL STREET-LISPENARD ST,53331,,18844,,29111
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R140,QUEENS PLAZA-JACKSON AVE,25632,,13228,,23638
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R141,71ST AVE-CONTINENTAL AVE,50179,,19407,,37407
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R142,ESSEX ST-DELANCEY ST,60209,,31884,,41574
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R143,28TH STREET-PARK AVE SOUTH,47304,,18240,,29536
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R144,96TH STREET-LEXINGTON AVE,35608,,15485,,25376
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R145,241ST ST-WHITE PLAINS RD,10451,,6662,,2905
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R146,HUNTS PT AVE-SOUTHERN BLVD,15840,,18254,,8804
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R147,61ST STREET-ROOSEVELT AVE,34169,,19734,,24491
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R148,PARKSIDE AVE-OCEAN AVE,10733,,8201,,10465
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R149,NEWKIRK PLAZA,19227,,11764,,14843
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R150,AVENUE U-EAST 16TH STREET,12790,,5707,,11720
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R151,STILLWELL AVE-CONEY ISLAND,18451,,12614,,10875
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R152,ROCKAWAY PKWY-GLENWOOD RD,20376,,14716,,9849
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R153,UTICA AVE-STUYVESANT AVE,25421,,22709,,20819
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R154,TREMONT AVE-179TH ST,15024,,17508,,8158
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R155,KINGSBRIDGE RD-196TH ST,14108,,13830,,6935
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R156,BEDFORD PARK BLVD-203RD ST,11567,,10053,,7163
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R157,205TH ST-BAINBRIDGE AVE,16317,,13132,,8358
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R158,UNION TURNPIKE-KEW GARDENS,32285,,22068,,31644
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R159,116TH STREET-COLUMBIA,24615,,8731,,15897
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R160,ASTOR PLACE-4 AVENUE,36206,,14603,,23385
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R161,KINGSBRIDGE RD-JEROME AVE,14851,,14026,,6537
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R162,ELDER AVE-WESTCHESTER AVE,12683,,13070,,4273
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R163,14TH STREET-6TH AVENUE,50175,,20532,,36538
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R164,66TH STREET-BROADWAY,47979,,19140,,32621
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R165,TOMPKINSVILLE,1449,,543,,196
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R166,79TH STREET-BROADWAY,30193,,15117,,23944
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R167,86TH STREET-BROADWAY,34929,,17888,,29511
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R168,96TH STREET-BROADWAY,66958,,35496,,58691
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R169,137TH STREET-BROADWAY,18906,,19581,,17412
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R170,14TH STREET-UNION SQUARE,195227,,94902,,153008
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R171,7TH AVENUE-PARK PLACE,20728,,7200,,19644
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R172,BRIGHTON BEACH-CONEY ISLAND,23589,,10277,,13810
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R173,207TH STREET-BROADWAY,14779,,11508,,13846
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R174,181ST STREET-FT WASH AVE,18580,,11296,,18892
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R175,8TH AVENUE-14TH STREET,101818,,48094,,60580
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R176,33RD STREET-PARK AVENUE,64540,,24543,,41745
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R177,68TH STREET-HUNTER COLLEGE,44089,,16471,,25841
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R178,77TH STREET-LEXINGTON AVE,60807,,23577,,36021
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R179,86TH STREET-LEXINGTON AVE,91691,,45881,,63670
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R180,103RD STREET-LEXINGTON AVE,24829,,17151,,16688
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R181,110TH STREET-LEXINGTON AVE,18001,,15081,,14575
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R182,116TH STREET-LEXINGTON AVE,21500,,22279,,17772
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R183,BEDFORD PARK BLVD-JEROME AV,6909,,5996,,3608
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R184,CORTELYOU RD-EAST 16TH ST,12858,,7341,,10174
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R185,DYCKMAN STREET-BROADWAY,12376,,9071,,10748
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R186,86TH ST-CENTRAL PARK WEST,21097,,9743,,17056
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R187,81ST STREET-MUSEUM,26211,,13310,,14939
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R188,50TH STREET-8TH AVENUE,48341,,21253,,26878
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R189,CHRISTOPHER ST-SHERIDAN SQ,24911,,10506,,13159
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R190,23RD STREET-7TH AVENUE,29477,,14495,,21753
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R191,103RD STREET-BROADWAY,21776,,13754,,19779
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R192,110TH STREET-BROADWAY,22871,,11501,,18789
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R193,157TH STREET-BROADWAY,15456,,17615,,15449
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R194,BLEECKER ST-LAFAYETTE ST,33970,,17649,,24315
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R195,161ST STREET-YANKEE STADIUM,36333,,34793,,21363
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R196,PROSPECT PARK-EMPIRE BLVD,17285,,11389,,17094
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R197,36TH STREET-4TH AVENUE,28103,,16231,,21291
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R198,NOSTRAND AVE-FULTON ST,28969,,23530,,26955
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R199,KINGSTON AVE-THROOP AVE,12055,,9448,,9887
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R200,EUCLID AVE-PITKIN AVE,19059,,13793,,8352
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R201,WOODHAVEN BLVD-QUEENS BLVD,36132,,23047,,26244
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R202,63RD DRIVE-REGO PARK,31354,,13249,,24314
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R203,23RD STREET-6TH AVENUE,42388,,14377,,25646
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R204,CHURCH AVE-MCDONALD AVE,17465,,10645,,14726
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R205,149TH ST-GRAND CONCOURSE,19573,,17332,,10691
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R206,125TH STREET-LENOX AVENUE,23595,,20461,,18219
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R207,135TH STREET-LENOX AVENUE,21906,,18403,,18240
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R208,103RD ST-ROOSEVELT AVE,38051,,46515,,14255
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R209,STERLING ST-NOSTRAND AVE,10545,,7125,,8165
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R210,BEVERLY RD-NOSTRAND AVE,8856,,5768,,4550
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R211,KINGS HIGHWAY-EAST 16TH ST,34857,,15765,,25958
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R212,59TH STREET-4TH AVENUE,23139,,13371,,15686
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R213,BAY RIDGE AVE-4TH AVENUE,15743,,7184,,11342
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R214,77TH STREET-4TH AVENUE,13125,,4362,,8054
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R215,86TH STREET-4TH AVENUE,16971,,10783,,14502
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R216,BAY RIDGE - 95TH STREET,14000,,4515,,8062
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R217,HOYT ST-SCHERMERHORN ST,24020,,12723,,16790
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R218,ELMHURST AVE-BROADWAY,22252,,13800,,24596
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R219,67TH AVENUE-QUEENS BLVD,18156,,5206,,15019
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R220,CARROLL ST-PRESIDENT ST,27526,,9824,,20745
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R221,167TH STREET-RIVER AVENUE,14653,,15664,,6802
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R222,177TH STREET-PARKCHESTER,28038,,19669,,16484
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R223,46TH ST-BLISS ST,23452,,16397,,20822
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R224,CLARK STREET-HENRY STREET,13159,,4903,,9390
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R225,HOYT STREET-HOYT STREET,8048,,5594,,6328
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R226,GUN HILL ROAD-SEYMOUR,5331,,2724,,1511
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R227,RECTOR STREET-CHURCH STREET,13328,,5110,,9884
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R228,AVENUE J-EAST 16TH STREET,10062,,6374,,7978
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R229,AVENUE M-EAST 16TH STREET,11201,,5329,,7131
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R230,NECK ROAD-EAST 16TH STREET,9896,,2671,,7468
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R231,UNION STREET-4TH AVENUE,17399,,6738,,13072
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R232,45TH STREET-4TH AVENUE,16801,,10013,,8920
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R233,53RD STREET-4TH AVENUE,18997,,11368,,10521
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R234,50TH STREET-NEW UTRECHT AVE,7394,,3401,,3737
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R235,BEDFORD AVE-NORTH 7TH ST,62389,,24769,,38783
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R236,DEKALB AVE-WYCKOFF AVE,21830,,14885,,16206
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R237,182ND STREET-183RD STREET,10156,,9035,,3682
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R238,STEINWAY ST-BROADWAY,26916,,16787,,24555
2020-01-04T00:00:00.000,2020-01-10T00:00:00.000,R239,GREENPOINT AVE,23123,,12005,,16353
